"sentence_id","prolific_study_id","prolific_session_id","rewrite_first","start_time","device_type","user_agent","fullscreen_entered","device_self_report","captcha_response","captcha_pass","spr1_rts","spr1_mean_rt","spr1_min_rt","spr1_understood","spr2_rts","spr2_mean_rt","spr2_min_rt","spr2_understood","consent","date_of_consent","prolific_pid","attn1","attn1_pass","rewrite","addcommas","interpretation","confidence","remove","and","comma_3v2","comma_3v1","comma_2v1","distinguish","police1","police2","police3","gender","age","race","country","native_language","english_exposure_age","other_languages","english_frequency","potential_conflicts","potential_conflicts_explain","gun_control","ai_usage","seriousness","quiet_environment","distracted","feedback_procedure","feedback_other","end_time","total_duration_ms","page_timestamps","screen_width","screen_height","istrue","attn1_retry","attn1_retry_pass","source_file","subject","being","right","must","full_sentence","no_prefix_sentence"
15,"6998be54d68d58b628b0dc10","69cc58eedf74ed390a0eab1f","false","2026-03-31T23:29:59.961Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","yes",1,"q","true","331;400;501;429;401;331;470;490;361;310;660;652",445,310,1,"392;361;321;290;301;370;441;370;371;271;340;761",382,271,1,1,"3/31/2026","6553953daddeb31f9794b59c",3,"true","For an informed public, a free press institution being able to publish and distribute information must not be impeded.","A free press institution, being necessary for an informed public, the right of people to publish and distribute information, must not be impeded.",2,6,1,2,1,1,2,2,2,2,1,2,43,"1;2",7,"English","0","(16) Spanish, infrequent use","90%",2,NA,3,2,4,1,2,NA,NA,"2026-03-31T23:40:42.473Z",644234,"[{""p"":0,""t"":1774999799990},{""p"":1,""t"":1774999805342},{""p"":2,""t"":1774999811169},{""p"":3,""t"":1774999816265},{""p"":4,""t"":1774999876432},{""p"":5,""t"":1774999884624},{""p"":6,""t"":1774999886797},{""p"":7,""t"":1774999894980},{""p"":8,""t"":1774999901644},{""p"":9,""t"":1774999903241},{""p"":10,""t"":1774999905432},{""p"":11,""t"":1774999911652},{""p"":12,""t"":1774999913676},{""p"":13,""t"":1774999920660},{""p"":14,""t"":1774999929024},{""p"":15,""t"":1774999929024},{""p"":16,""t"":1774999940960},{""p"":17,""t"":1774999940960},{""p"":18,""t"":1774999942704},{""p"":19,""t"":1774999953500},{""p"":20,""t"":1775000031212},{""p"":21,""t"":1775000170319},{""p"":22,""t"":1775000183259},{""p"":23,""t"":1775000183259},{""p"":24,""t"":1775000194827},{""p"":25,""t"":1775000209110},{""p"":26,""t"":1775000250950},{""p"":27,""t"":1775000282230},{""p"":28,""t"":1775000303774},{""p"":29,""t"":1775000327626},{""p"":30,""t"":1775000328889},{""p"":31,""t"":1775000351866},{""p"":32,""t"":1775000353569},{""p"":33,""t"":1775000360237},{""p"":34,""t"":1775000362657},{""p"":35,""t"":1775000366817},{""p"":36,""t"":1775000409605},{""p"":37,""t"":1775000412937},{""p"":38,""t"":1775000422289},{""p"":39,""t"":1775000424261},{""p"":40,""t"":1775000431829},{""p"":41,""t"":1775000438313}]",1366,768,NA,NA,NA,"data_SA_E1A_6553953daddeb31f9794b59c_SESSION_2026-03-31_16h40.42.474.csv","A free press institution","being necessary for an informed public","the right of people to publish and distribute information","must not be impeded","A free press institution, being necessary for an informed public, the right of people to publish and distribute information, must not be impeded.","The right of people to publish and distribute information, must not be impeded."
16,"6998be54d68d58b628b0dc10","69cca8881beda317ec974bf8","true","2026-04-01T05:13:47.989Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0","yes",1,"q","true","348;208;506;360;323;305;293;299;229;240;299;493",325,208,1,"398;322;196;230;271;375;230;228;191;205;239;224",259,191,1,1,"4/1/2026","6673701229fb4b09358389b2",3,"true","Enabling a group of diverse members from the town that help with establishing policies and local changes is necessary and is a right.","A representative town council being necessary for local governance, the right of people to assemble and deliberate on civic matters, must not be violated.",2,5,3,2,2,2,1,3,2,2,1,2,22,"1;4",1,"English","0","Spanish, 5, 12, weekly (at least once a week).","95%",2,NA,1,2,4,1,2,NA,NA,"2026-04-01T05:30:25.890Z",999119,"[{""p"":0,""t"":1775020428008},{""p"":1,""t"":1775020430958},{""p"":2,""t"":1775020434776},{""p"":3,""t"":1775020440504},{""p"":4,""t"":1775020455294},{""p"":5,""t"":1775020461976},{""p"":6,""t"":1775020464749},{""p"":7,""t"":1775020499717},{""p"":8,""t"":1775020504919},{""p"":9,""t"":1775020507216},{""p"":10,""t"":1775020507432},{""p"":11,""t"":1775020513252},{""p"":12,""t"":1775020515562},{""p"":13,""t"":1775020516754},{""p"":14,""t"":1775020524698},{""p"":15,""t"":1775020524698},{""p"":16,""t"":1775020595425},{""p"":17,""t"":1775020595425},{""p"":18,""t"":1775020596593},{""p"":19,""t"":1775020607505},{""p"":20,""t"":1775020751487},{""p"":21,""t"":1775020833011},{""p"":22,""t"":1775020877626},{""p"":23,""t"":1775020877627},{""p"":24,""t"":1775020893090},{""p"":25,""t"":1775020924641},{""p"":26,""t"":1775020969002},{""p"":27,""t"":1775021038755},{""p"":28,""t"":1775021057702},{""p"":29,""t"":1775021237082},{""p"":30,""t"":1775021238429},{""p"":31,""t"":1775021283663},{""p"":32,""t"":1775021285706},{""p"":33,""t"":1775021290613},{""p"":34,""t"":1775021295578},{""p"":35,""t"":1775021298524},{""p"":36,""t"":1775021374962},{""p"":37,""t"":1775021390434},{""p"":38,""t"":1775021397682},{""p"":39,""t"":1775021400579},{""p"":40,""t"":1775021414993},{""p"":41,""t"":1775021423931}]",1536,864,NA,NA,NA,"data_SA_E1A_6673701229fb4b09358389b2_SESSION_2026-04-01_00h30.25.893.csv","A representative town council","being necessary for local governance","the right of people to assemble and deliberate on civic matters","must not be violated","A representative town council, being necessary for local governance, the right of people to assemble and deliberate on civic matters, must not be violated.","The right of people to assemble and deliberate on civic matters, must not be violated."
16,"6998be54d68d58b628b0dc10","69cca85050369d8d8eadeca5","true","2026-04-01T05:08:39.297Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","yes",1,"q","true","391;382;370;356;320;298;696;381;387;310;319;374",382,298,1,"355;310;287;281;336;303;319;287;314;323;313;478",326,281,1,1,"4/1/2026","66394a85480ce632bd94e2db",3,"true","People have the right to govern.","A representative town council, being necessary for local governance the right of people to assemble and deliberate on civic matters, must not be violated.",2,5,2,5,3,2,2,2,2,2,1,2,23,"1",1,"English","0","N/A","100%",2,NA,2,2,4,1,2,"na","na","2026-04-01T05:12:52.163Z",254086,"[{""p"":0,""t"":1775020119306},{""p"":1,""t"":1775020121550},{""p"":2,""t"":1775020124573},{""p"":3,""t"":1775020128881},{""p"":4,""t"":1775020134776},{""p"":5,""t"":1775020140974},{""p"":6,""t"":1775020142837},{""p"":7,""t"":1775020146853},{""p"":8,""t"":1775020152076},{""p"":9,""t"":1775020153980},{""p"":10,""t"":1775020155831},{""p"":11,""t"":1775020158736},{""p"":12,""t"":1775020160134},{""p"":13,""t"":1775020161261},{""p"":14,""t"":1775020168732},{""p"":15,""t"":1775020168732},{""p"":16,""t"":1775020170807},{""p"":17,""t"":1775020170807},{""p"":18,""t"":1775020171869},{""p"":19,""t"":1775020177420},{""p"":20,""t"":1775020207909},{""p"":21,""t"":1775020229069},{""p"":22,""t"":1775020240320},{""p"":23,""t"":1775020240320},{""p"":24,""t"":1775020250634},{""p"":25,""t"":1775020263805},{""p"":26,""t"":1775020274251},{""p"":27,""t"":1775020286702},{""p"":28,""t"":1775020296262},{""p"":29,""t"":1775020306384},{""p"":30,""t"":1775020308293},{""p"":31,""t"":1775020325269},{""p"":32,""t"":1775020326689},{""p"":33,""t"":1775020329724},{""p"":34,""t"":1775020331664},{""p"":35,""t"":1775020333503},{""p"":36,""t"":1775020347853},{""p"":37,""t"":1775020351233},{""p"":38,""t"":1775020355523},{""p"":39,""t"":1775020358345},{""p"":40,""t"":1775020365282},{""p"":41,""t"":1775020368900}]",1920,1080,NA,NA,NA,"data_SA_E1A_66394a85480ce632bd94e2db_SESSION_2026-04-01_01h12.52.164.csv","A representative town council","being necessary for local governance","the right of people to assemble and deliberate on civic matters","must not be violated","A representative town council, being necessary for local governance, the right of people to assemble and deliberate on civic matters, must not be violated.","The right of people to assemble and deliberate on civic matters, must not be violated."
16,"6998be54d68d58b628b0dc10","69cca87c337157db53bb6cbd","true","2026-04-01T05:12:02.362Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","yes",1,"q","true","587;650;636;556;633;697;555;619;697;572;556;539",608,539,1,"698;556;635;620;603;619;667;617;587;571;506;1242",660,506,1,1,"4/1/2026","63c5c3192e709e19fc67d5dd",3,"true","A town council is necessary to represent the right of the people, this is called local governance. The people have the right to assemble, and this right must not be violated.","A representative town council being necessary for local governance, the right of people to assemble and deliberate on civic matters must not be violated.",2,7,3,1,1,1,1,2,2,2,1,1,62,"6",1,"English","0",NA,NA,2,NA,2,2,4,1,2,NA,NA,"2026-04-01T05:22:56.061Z",654883,"[{""p"":0,""t"":1775020322388},{""p"":1,""t"":1775020326083},{""p"":2,""t"":1775020337192},{""p"":3,""t"":1775020342103},{""p"":4,""t"":1775020360646},{""p"":5,""t"":1775020372080},{""p"":6,""t"":1775020375344},{""p"":7,""t"":1775020382691},{""p"":8,""t"":1775020393819},{""p"":9,""t"":1775020396715},{""p"":10,""t"":1775020399930},{""p"":11,""t"":1775020407583},{""p"":12,""t"":1775020409927},{""p"":13,""t"":1775020411812},{""p"":14,""t"":1775020424382},{""p"":15,""t"":1775020424382},{""p"":16,""t"":1775020431122},{""p"":17,""t"":1775020431122},{""p"":18,""t"":1775020433079},{""p"":19,""t"":1775020456531},{""p"":20,""t"":1775020541457},{""p"":21,""t"":1775020605933},{""p"":22,""t"":1775020631096},{""p"":23,""t"":1775020631096},{""p"":24,""t"":1775020665856},{""p"":25,""t"":1775020680534},{""p"":26,""t"":1775020737500},{""p"":27,""t"":1775020759602},{""p"":28,""t"":1775020784827},{""p"":29,""t"":1775020824854},{""p"":30,""t"":1775020827533},{""p"":31,""t"":1775020886015},{""p"":32,""t"":1775020889176},{""p"":33,""t"":1775020894862},{""p"":34,""t"":1775020897731},{""p"":35,""t"":1775020900366},{""p"":36,""t"":1775020941150},{""p"":37,""t"":1775020946401},{""p"":38,""t"":1775020953872},{""p"":39,""t"":1775020956917},{""p"":40,""t"":1775020964850},{""p"":41,""t"":1775020973709}]",1504,1003,NA,NA,NA,"data_SA_E1A_63c5c3192e709e19fc67d5dd_SESSION_2026-04-01_00h22.56.62.csv","A representative town council","being necessary for local governance","the right of people to assemble and deliberate on civic matters","must not be violated","A representative town council, being necessary for local governance, the right of people to assemble and deliberate on civic matters, must not be violated.","The right of people to assemble and deliberate on civic matters, must not be violated."
16,"6998be54d68d58b628b0dc10","699a159041659393afaff91d","true","2026-02-21T20:44:15.587Z","desktop","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36","yes",1,"q","true","16593;971;976;729;752;664;490;574;548;515;567;735",2010,490,1,"912;879;934;406;458;536;463;408;459;665;574;778",623,406,1,1,"2/21/2026","66c0f464e0ff62798027b486",3,"true","People must always have the right to meet and discuss local issues.","A representative town council, being necessary for local governance, the right of people to assemble and deliberate on civic matters must not be violated.",2,6,2,6,3,4,3,2,2,2,1,1,25,"1;4",1,"English","1","Filipino","95%",2,NA,2,2,4,1,2,"The study was clear and easy to follow.","Thank you for allowing me to participate.","2026-02-21T20:58:17.117Z",842757,"[{""p"":0,""t"":1771706655602},{""p"":1,""t"":1771706661727},{""p"":2,""t"":1771706667904},{""p"":3,""t"":1771706675846},{""p"":4,""t"":1771706705682},{""p"":5,""t"":1771706709261},{""p"":6,""t"":1771706722144},{""p"":7,""t"":1771706725492},{""p"":8,""t"":1771706732448},{""p"":9,""t"":1771706736810},{""p"":10,""t"":1771706739440},{""p"":11,""t"":1771706740877},{""p"":12,""t"":1771706753083},{""p"":13,""t"":1771706753083},{""p"":14,""t"":1771706799955},{""p"":15,""t"":1771706799955},{""p"":16,""t"":1771706801668},{""p"":17,""t"":1771706840899},{""p"":18,""t"":1771706895467},{""p"":19,""t"":1771707065815},{""p"":20,""t"":1771707103193},{""p"":21,""t"":1771707103193},{""p"":22,""t"":1771707186598},{""p"":23,""t"":1771707241354},{""p"":24,""t"":1771707256535},{""p"":25,""t"":1771707270971},{""p"":26,""t"":1771707294513},{""p"":27,""t"":1771707332442},{""p"":28,""t"":1771707334282},{""p"":29,""t"":1771707386336},{""p"":30,""t"":1771707389357},{""p"":31,""t"":1771707393303},{""p"":32,""t"":1771707398421},{""p"":33,""t"":1771707400893},{""p"":34,""t"":1771707430967},{""p"":35,""t"":1771707434346},{""p"":36,""t"":1771707444625},{""p"":37,""t"":1771707451736},{""p"":38,""t"":1771707474069},{""p"":39,""t"":1771707495229}]",1807,1016,NA,NA,NA,"data_SA_E1A_66c0f464e0ff62798027b486_SESSION_2026-02-21_14h58.17.120.csv","A representative town council","being necessary for local governance","the right of people to assemble and deliberate on civic matters","must not be violated","A representative town council, being necessary for local governance, the right of people to assemble and deliberate on civic matters, must not be violated.","The right of people to assemble and deliberate on civic matters, must not be violated."
17,"6998be54d68d58b628b0dc10","699a095630e274a281c8692c","false","2026-02-21T19:37:05.753Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","yes",1,"q","true","12313;653;645;694;595;567;484;622;394;499;64032;204",6809,204,1,"1000;578;318;319;287;392;429;556;318;368;387;274",436,274,1,1,"2/21/2026","606f9bca353fc36aba9ccb8b",3,"true","A reliable postal network, being essential for civic communication, the right of people to send and receive correspondence, must not be disrupted.","A reliable postal network, being necessary for civic communication, the right of people to send and receive correspondence, must not be disrupted.",2,6,2,2,1,1,1,1,2,2,1,1,33,"1",1,"english","0",NA,"100",2,NA,5,2,4,1,2,"na","na","2026-02-21T19:50:24.917Z",800243,"[{""p"":0,""t"":1771702625799},{""p"":1,""t"":1771702649210},{""p"":2,""t"":1771702653731},{""p"":3,""t"":1771702658246},{""p"":4,""t"":1771702745340},{""p"":5,""t"":1771702774306},{""p"":6,""t"":1771702783375},{""p"":7,""t"":1771702813180},{""p"":8,""t"":1771702838810},{""p"":9,""t"":1771702843240},{""p"":10,""t"":1771702845853},{""p"":11,""t"":1771702847697},{""p"":12,""t"":1771702856350},{""p"":13,""t"":1771702856350},{""p"":14,""t"":1771702861208},{""p"":15,""t"":1771702861208},{""p"":16,""t"":1771702863529},{""p"":17,""t"":1771702874516},{""p"":18,""t"":1771702927166},{""p"":19,""t"":1771703041163},{""p"":20,""t"":1771703091029},{""p"":21,""t"":1771703091029},{""p"":22,""t"":1771703099654},{""p"":23,""t"":1771703111332},{""p"":24,""t"":1771703166207},{""p"":25,""t"":1771703199582},{""p"":26,""t"":1771703227002},{""p"":27,""t"":1771703245212},{""p"":28,""t"":1771703246599},{""p"":29,""t"":1771703271844},{""p"":30,""t"":1771703273351},{""p"":31,""t"":1771703277476},{""p"":32,""t"":1771703279757},{""p"":33,""t"":1771703281917},{""p"":34,""t"":1771703354808},{""p"":35,""t"":1771703358107},{""p"":36,""t"":1771703365787},{""p"":37,""t"":1771703378440},{""p"":38,""t"":1771703398989},{""p"":39,""t"":1771703423463}]",1680,1050,NA,NA,NA,"data_SA_E1A_606f9bca353fc36aba9ccb8b_SESSION_2026-02-21_13h50.24.923.csv","A reliable postal network","being necessary for civic communication","the right of people to send and receive correspondence","must not be disrupted","A reliable postal network, being necessary for civic communication, the right of people to send and receive correspondence, must not be disrupted.","The right of people to send and receive correspondence, must not be disrupted."
17,"6998be54d68d58b628b0dc10","699a17bc374556ed9af75404","false","2026-02-21T20:38:36.766Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","yes",1,"q","true","7277;1689;529;494;517;627;1856;1760;518;565;511;607",1413,494,1,"596;460;422;401;432;423;449;1067;517;497;613;408",524,401,1,1,"2/21/2026","62ac97a08ab6bf8042c7cedf",3,"true","a reliable network is necessary for communication to people to send and receive","A reliable postal network, being necessary for civic communication the right of people to send and receive correspondence must not be disrupted.",1,5,6,3,2,3,2,2,2,2,1,1,35,"6",1,"english","2","spanish","65%",2,NA,2,2,4,1,2,NA,NA,"2026-02-21T20:46:38.833Z",483849,"[{""p"":0,""t"":1771706316777},{""p"":1,""t"":1771706321314},{""p"":2,""t"":1771706327268},{""p"":3,""t"":1771706332002},{""p"":4,""t"":1771706352875},{""p"":5,""t"":1771706356080},{""p"":6,""t"":1771706367202},{""p"":7,""t"":1771706370360},{""p"":8,""t"":1771706372070},{""p"":9,""t"":1771706377823},{""p"":10,""t"":1771706380119},{""p"":11,""t"":1771706382572},{""p"":12,""t"":1771706394695},{""p"":13,""t"":1771706394695},{""p"":14,""t"":1771706402426},{""p"":15,""t"":1771706402426},{""p"":16,""t"":1771706404281},{""p"":17,""t"":1771706409185},{""p"":18,""t"":1771706454021},{""p"":19,""t"":1771706515428},{""p"":20,""t"":1771706528516},{""p"":21,""t"":1771706537951},{""p"":22,""t"":1771706549074},{""p"":23,""t"":1771706557485},{""p"":24,""t"":1771706565881},{""p"":25,""t"":1771706573960},{""p"":26,""t"":1771706582047},{""p"":27,""t"":1771706590254},{""p"":28,""t"":1771706592283},{""p"":29,""t"":1771706634158},{""p"":30,""t"":1771706636500},{""p"":31,""t"":1771706647757},{""p"":32,""t"":1771706651078},{""p"":33,""t"":1771706675422},{""p"":34,""t"":1771706732018},{""p"":35,""t"":1771706735706},{""p"":36,""t"":1771706740433},{""p"":37,""t"":1771706744082},{""p"":38,""t"":1771706785609},{""p"":39,""t"":1771706796031}]",1280,800,2,NA,NA,"data_SA_E1A_62ac97a08ab6bf8042c7cedf_SESSION_2026-02-21_15h46.38.834.csv","A reliable postal network","being necessary for civic communication","the right of people to send and receive correspondence","must not be disrupted","A reliable postal network, being necessary for civic communication, the right of people to send and receive correspondence, must not be disrupted.","The right of people to send and receive correspondence, must not be disrupted."
17,"6998be54d68d58b628b0dc10","69cca876f61032ceb6df2666","true","2026-04-01T05:09:19.415Z","desktop","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","yes",1,"q","true","994;648;829;638;572;419;742;688;708;607;625;583",671,419,1,"659;636;785;569;666;793;608;594;624;589;522;600",637,522,1,1,"4/1/2026","5f0e9896f5e4e11e12c8f5ac",3,"true","The postal service is a right for people to send and receive and must be maintained.","A reliable postal network, being necessary for civic communication, the right of people to send and receive correspondence must not be disrupted.",2,5,5,6,1,2,2,1,2,2,1,1,27,"1",1,"English","0",NA,"100%",2,NA,3,2,4,1,2,NA,NA,"2026-04-01T05:18:57.188Z",579030,"[{""p"":0,""t"":1775020159428},{""p"":1,""t"":1775020161694},{""p"":2,""t"":1775020166210},{""p"":3,""t"":1775020170109},{""p"":4,""t"":1775020183409},{""p"":5,""t"":1775020194743},{""p"":6,""t"":1775020197395},{""p"":7,""t"":1775020203248},{""p"":8,""t"":1775020213249},{""p"":9,""t"":1775020215484},{""p"":10,""t"":1775020217068},{""p"":11,""t"":1775020222402},{""p"":12,""t"":1775020224202},{""p"":13,""t"":1775020225502},{""p"":14,""t"":1775020233118},{""p"":15,""t"":1775020233118},{""p"":16,""t"":1775020237336},{""p"":17,""t"":1775020237336},{""p"":18,""t"":1775020238803},{""p"":19,""t"":1775020257420},{""p"":20,""t"":1775020317404},{""p"":21,""t"":1775020394086},{""p"":22,""t"":1775020409587},{""p"":23,""t"":1775020409588},{""p"":24,""t"":1775020453088},{""p"":25,""t"":1775020482786},{""p"":26,""t"":1775020538205},{""p"":27,""t"":1775020581488},{""p"":28,""t"":1775020609288},{""p"":29,""t"":1775020656755},{""p"":30,""t"":1775020658671},{""p"":31,""t"":1775020679722},{""p"":32,""t"":1775020681155},{""p"":33,""t"":1775020684872},{""p"":34,""t"":1775020686855},{""p"":35,""t"":1775020688888},{""p"":36,""t"":1775020709953},{""p"":37,""t"":1775020714455},{""p"":38,""t"":1775020718572},{""p"":39,""t"":1775020721005},{""p"":40,""t"":1775020729205},{""p"":41,""t"":1775020735820}]",1470,956,NA,NA,NA,"data_SA_E1A_5f0e9896f5e4e11e12c8f5ac_SESSION_2026-04-01_00h18.57.189.csv","A reliable postal network","being necessary for civic communication","the right of people to send and receive correspondence","must not be disrupted","A reliable postal network, being necessary for civic communication, the right of people to send and receive correspondence, must not be disrupted.","The right of people to send and receive correspondence, must not be disrupted."
17,"6998be54d68d58b628b0dc10","699a0bca6c44ff36cd15e54c","false","2026-02-21T19:47:30.384Z","desktop","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","yes",1,"q","true","8175;978;1025;974;984;820;852;724;803;686;710;745",1456,686,1,"890;725;712;462;542;815;523;446;418;497;451;441",577,418,1,1,"2/21/2026","697facb19a7b7ac623ab7a2e",3,"true","A reliable postal network is necessary for civic communication and must not be disrupted because it is the people's right to send and receive correspondence.","A reliable postal network, being necessary for civic communication, the right of people to send and receive correspondence must not be disrupted.",2,6,3,2,2,2,2,2,2,2,1,2,32,"1",1,"english","0","none","100%",2,NA,2,2,4,1,2,NA,NA,"2026-02-21T19:55:59.903Z",510661,"[{""p"":0,""t"":1771703250410},{""p"":1,""t"":1771703252483},{""p"":2,""t"":1771703256616},{""p"":3,""t"":1771703264189},{""p"":4,""t"":1771703290624},{""p"":5,""t"":1771703293111},{""p"":6,""t"":1771703303579},{""p"":7,""t"":1771703305074},{""p"":8,""t"":1771703307904},{""p"":9,""t"":1771703318053},{""p"":10,""t"":1771703320403},{""p"":11,""t"":1771703321586},{""p"":12,""t"":1771703331142},{""p"":13,""t"":1771703331142},{""p"":14,""t"":1771703339114},{""p"":15,""t"":1771703339115},{""p"":16,""t"":1771703340547},{""p"":17,""t"":1771703351077},{""p"":18,""t"":1771703405109},{""p"":19,""t"":1771703488936},{""p"":20,""t"":1771703515828},{""p"":21,""t"":1771703515828},{""p"":22,""t"":1771703532541},{""p"":23,""t"":1771703547525},{""p"":24,""t"":1771703588091},{""p"":25,""t"":1771703607563},{""p"":26,""t"":1771703622620},{""p"":27,""t"":1771703645834},{""p"":28,""t"":1771703647017},{""p"":29,""t"":1771703690118},{""p"":30,""t"":1771703691605},{""p"":31,""t"":1771703694724},{""p"":32,""t"":1771703696531},{""p"":33,""t"":1771703698450},{""p"":34,""t"":1771703729932},{""p"":35,""t"":1771703733803},{""p"":36,""t"":1771703738200},{""p"":37,""t"":1771703740895},{""p"":38,""t"":1771703749900},{""p"":39,""t"":1771703757288}]",1536,864,NA,NA,NA,"data_SA_E1A_697facb19a7b7ac623ab7a2e_SESSION_2026-02-21_14h55.59.905.csv","A reliable postal network","being necessary for civic communication","the right of people to send and receive correspondence","must not be disrupted","A reliable postal network, being necessary for civic communication, the right of people to send and receive correspondence, must not be disrupted.","The right of people to send and receive correspondence, must not be disrupted."
17,"6998be54d68d58b628b0dc10","69cc58fbfd5498581e283631","true","2026-03-31T23:30:13.719Z","desktop","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","yes",1,"q","true","525;631;597;613;476;478;539;524;457;457;616;782",558,457,1,"717;647;613;453;540;632;511;500;558;434;517;917",587,434,1,1,"3/31/2026","6562177a48308eebbb6359ea",3,"true","A reliable and undisrupted postal network is necessary for civic communication and peoples' right to send correspondence.","A reliable postal network, being necessary for civic communication, the right of people to send and receive correspondence, must not be disrupted.",2,7,2,1,2,2,1,2,2,2,1,1,54,"1",1,"english","0","none","100%",2,NA,5,2,4,1,2,NA,"That was one convoluted sentence...  lol","2026-03-31T23:40:18.915Z",606730,"[{""p"":0,""t"":1774999813735},{""p"":1,""t"":1774999817266},{""p"":2,""t"":1774999822227},{""p"":3,""t"":1774999827383},{""p"":4,""t"":1774999843897},{""p"":5,""t"":1774999854208},{""p"":6,""t"":1774999857121},{""p"":7,""t"":1774999872057},{""p"":8,""t"":1774999881689},{""p"":9,""t"":1774999884170},{""p"":10,""t"":1774999888094},{""p"":11,""t"":1774999895549},{""p"":12,""t"":1774999897866},{""p"":13,""t"":1774999900005},{""p"":14,""t"":1774999908652},{""p"":15,""t"":1774999908652},{""p"":16,""t"":1774999915890},{""p"":17,""t"":1774999915890},{""p"":18,""t"":1774999917310},{""p"":19,""t"":1774999932823},{""p"":20,""t"":1775000048698},{""p"":21,""t"":1775000115947},{""p"":22,""t"":1775000136925},{""p"":23,""t"":1775000136925},{""p"":24,""t"":1775000168477},{""p"":25,""t"":1775000187396},{""p"":26,""t"":1775000240411},{""p"":27,""t"":1775000264128},{""p"":28,""t"":1775000276593},{""p"":29,""t"":1775000304708},{""p"":30,""t"":1775000306243},{""p"":31,""t"":1775000339981},{""p"":32,""t"":1775000341663},{""p"":33,""t"":1775000347529},{""p"":34,""t"":1775000350351},{""p"":35,""t"":1775000352711},{""p"":36,""t"":1775000373416},{""p"":37,""t"":1775000377266},{""p"":38,""t"":1775000386789},{""p"":39,""t"":1775000389099},{""p"":40,""t"":1775000396455},{""p"":41,""t"":1775000417213}]",1536,864,NA,NA,NA,"data_SA_E1A_6562177a48308eebbb6359ea_SESSION_2026-03-31_19h40.18.919.csv","A reliable postal network","being necessary for civic communication","the right of people to send and receive correspondence","must not be disrupted","A reliable postal network, being necessary for civic communication, the right of people to send and receive correspondence, must not be disrupted.","The right of people to send and receive correspondence, must not be disrupted."
